title,price,liter,fuel_type,year,transmission,city
Mercedes-Benz C 220,15500,2.2,Diesel,2014,Automatic,Vilnius
Nissan Juke,15500,1.6,Gasoline,2018,Automatic,Vilnius
Lexus RX 450h,15500,3.5,N/A,2010,Automatic,Vilnius
BMW X5,15500,3.5,Gasoline,2013,Automatic,Siauliai
Peugeot 308,15500,1.2,Gasoline,2017,Automatic,Vilnius
BMW 530 F10,15500,3.0,Diesel,2013,Automatic,Kaunas
Volvo XC60,15550,2.0,Diesel,2014,Mechanical,Kaunas
Audi A6,15600,3.0,Gasoline,2014,Automatic,Klaipeda
Kia Sportage,15600,2.4,Gasoline,2017,Automatic,Kaunas
Volvo V60,15600,2.4,N/A,2013,Automatic,Ryga
Volkswagen Golf,15650,1.6,Diesel,2019,Automatic,Vilnius
Mercedes-Benz C 220,15699,2.2,Diesel,2014,Automatic,Kedainiai
Volvo XC60,15800,3.2,Gasoline,2014,Automatic,Jurbarkas
Nissan Micra,15800,1.0,Gasoline,2021,Automatic,Ryga
Volkswagen Passat,15850,2.0,Diesel,2016,Automatic,Vilnius
Volkswagen Transporter,15900,2.0,Diesel,2015,Mechanical,Klaipeda
Hyundai Santa Fe,15900,2.4,Gasoline,2017,Automatic,Radviliskis
Ford Flex,15900,1 0,Gasoline,2016,Automatic,Vilnius
Volkswagen Jetta,15900,1.4,Gasoline,2019,Automatic,Klaipeda
Toyota Corolla,15900,1.6,Gasoline,2018,Automatic,Vilnius
Toyota Corolla,15900,1.6,Gasoline,2018,Automatic,Vilnius
Volvo S60,15900,2.0,Gasoline,2017,Automatic,Vilnius
Volvo V40 Cross Country,15900,2.0,Diesel,2017,Automatic,Vilnius
Audi A6 Allroad,15900,3.0,Diesel,2013,Automatic,Vilnius
Skoda Octavia,15900,1.4,Gasoline,2018,Automatic,Vilnius
Volkswagen Passat,15900,2.0,Diesel,2015,Automatic,Vilnius
BMW 550,15900,4.4,Gasoline,2011,Automatic,Ryga
Renault Master,15900,2.3,Diesel,2013,Mechanical,Ryga
BMW 528,15900,2.0,Gasoline,2014,Automatic,Vilnius
BMW 740,15900,3.0,Gasoline,2013,Automatic,Vilnius
Hyundai i20,15900,1.0,Gasoline,2019,Automatic,Vilnius
Kia Sportage,15900,3 0,Diesel,2017,Mechanical,Siauliai
Honda CR-V,15950,3 0,Diesel,2013,Automatic,Vilnius
Volkswagen Passat CC,15950,2.0,Diesel,2017,Automatic,Vilnius
Volkswagen Golf,15990,1.6,Diesel,2017,Automatic,Wagon
Volkswagen Golf,15990,1.6,Diesel,2018,Automatic,Hatchback
Volkswagen Passat,15990,1.4,Gasoline,2015,Automatic,Vilnius
Audi Q5,15999,2.0,Gasoline,2014,Automatic,Vilnius
Audi A6 C7,15999,3.0,Diesel,2012,Automatic,Kedainiai
Mercedes-Benz CLA 220,15999,2.2,Diesel,2016,Automatic,Klaipeda
Honda CR-V,15999,2.0,Gasoline,2015,Automatic,Talinas
Ford S-Max,15999,2.0,Diesel,2019,Automatic,Kaunas
Dodge RAM,16000,5.7,Petrol / Gas,2018,Automatic,Siauliai
Volkswagen Transporter,16000,2.0,Diesel,2021,Mechanical,Siauliai
Toyota Yaris,16000,1.5,N/A,2017,Automatic,Vilnius
BMW 750,16000,5.4,Gasoline,1998,Automatic,Vilnius
Dodge Challenger,16000,5.7,Gasoline,2013,Mechanical,Vilnius
Volkswagen Passat,16000,2.0,Diesel,2015,Automatic,Vilnius
Volvo XC 60,16000,2.4,Diesel,2014,Mechanical,Ryga
Chevrolet Camaro,16000,3.6,Gasoline,2014,Automatic,Klaipeda
Mercedes-Benz S 350,16200,3.0,Diesel,2011,Automatic,Kaunas
Fiat Ducato,16200,2.3,Diesel,2019,Mechanical,Klaipeda
Kia Sorento,16200,2.4,Gasoline,2016,Automatic,Kaunas
Volkswagen Touran,16200,1.6,Diesel,2017,Automatic,Vilnius
Audi A7,16300,3.0,Diesel,2013,Automatic,Klaipeda
Volvo S60,16300,2.0,Gasoline,2016,Automatic,Naujoji Akmene
Nissan Qashqai,16300,3 0,Diesel,2016,Automatic,Siauliai
Nissan Navara,16390,3.0,Diesel,2014,Automatic,Klaipeda
Volkswagen Golf,16400,2.0,Diesel,2019,Automatic,Wagon
Volkswagen Touran,16400,1.6,Diesel,2018,Automatic,Vilnius
Kia Picanto,16490,150,Gasoline,2022,Automatic,Vilnius
BMW 530,16499,3.0,Diesel,2016,Automatic,Kretinga
BMW i3 REx,16500,0.6,N/A,2016,Automatic,Vilnius
BMW 320,16500,2.0,Diesel,2018,Automatic,Marijampole
Ford Transit,16500,2.2,Diesel,2016,Mechanical,Klaipeda
BMW 320,16500,2.0,Diesel,2013,Automatic,Ryga
Volkswagen Tiguan,16500,1.4,Gasoline,2017,Mechanical,Vilnius
Peugeot 5008,16500,1.6,Diesel,2017,Mechanical,Vilnius
BMW 225,16500,2.0,Diesel,2015,Automatic,Vilnius
Mercedes-Benz E 250,16500,2.1,Diesel,2015,Automatic,Vilnius
BMW 118,16500,2.0,Diesel,2017,Automatic,Vilnius
Volkswagen Passat,16500,2.0,Diesel,2015,Automatic,Vilnius
Volkswagen Passat,16560,2.0,Diesel,2015,Automatic,Vilnius
BMW X1,16600,2.0,Diesel,2015,Automatic,Kaunas
BMW 520,16650,3 0,Diesel,2016,Automatic,Vilnius
Audi Q3,16700,2.0,Gasoline,2016,Automatic,Alytus
Audi Q5,16700,2.0,Diesel,2013,Automatic,Vilnius
BMW 320,16700,2.0,Diesel,2016,Automatic,Vilnius
Nissan Rogue,16800,2.5,Gasoline,2017,Automatic,Klaipeda
BMW 420 Gran Coupe,16800,2.0,Diesel,2015,Automatic,Utena
Volkswagen Touareg,16800,3.0,Diesel,2014,Automatic,Klaipeda
BMW 318,16800,1.5,Gasoline,2017,Automatic,Vilnius
Volkswagen Passat,16890,2 m,Diesel,2018,Automatic,Vilnius
Citroen C3,16900,3 0,Gasoline,2021,Mechanical,Vilnius
Skoda Superb,16900,2.0,Diesel,2015,Automatic,Ryga
Chevrolet Corvette,16900,6.2,Gasoline,2009,Automatic,Vilnius
Volvo S60,16900,2.0,Gasoline,2018,Automatic,Vilnius
Mercedes-Benz ML 250,16900,2.2,Diesel,2013,Automatic,Ryga
Audi A6,16900,2.0,Gasoline,2013,Automatic,Ryga
Ford Tourneo,16900,1.5,Diesel,2020,Mechanical,Vilnius
Nissan Qashqai,16900,3 0,Gasoline,2018,Mechanical,Siauliai
Ford Transit,16900,2.2,Diesel,2014,Mechanical,Vilnius
BMW 318,16900,1.5,Gasoline,2016,Automatic,Vilnius
Toyota Corolla,16990,1.8,Gasoline,2020,Automatic,Vilnius
Audi A5,16990,2.0,Diesel,2015,Automatic,Vilnius
Mercedes-Benz C 220,16999,2.2,Diesel,2016,Mechanical,Vilnius
Audi Q5,16999,3.0,Diesel,2012,Automatic,Talinas
Ford S-Max,16999,2.0,Diesel,2016,Automatic,Talinas
Ford Tourneo Custom,17000,2.0,Diesel,2020,Automatic,Siauliai
Volkswagen Golf,17000,2.0,Gasoline,2018,Automatic,Siauliai
Mercedes-Benz Sprinter,17000,2.2,Diesel,2016,Mechanical,Ryga
Toyota Corolla,17000,1.6,Gasoline,2019,Automatic,Vilnius
Audi Q5,17000,2.0,Gasoline,2015,Automatic,Vilnius
Jeep Grand Cherokee,17000,2.0,Diesel,2015,Automatic,Marijampole
Buick Encore,17000,1.4,Gasoline,2020,Automatic,Klaipeda
Volvo V40,17090,1.5,Gasoline,2019,Automatic,Kaunas
BMW 530 F10,17100,3.0,Diesel,2012,Automatic,Gargzdai
Volkswagen Caddy,17150,3 0,Diesel,2016,Mechanical,Siauliai
Honda CR-V,17250,1.6,Diesel,2016,Automatic,Kaunas
Mercedes-Benz Sprinter,17290,2.2,Diesel,2017,Mechanical,Klaipeda
BMW 520 Gran Turismo,17299,2.0,Diesel,2013,Automatic,Klaipeda
Audi A6,17360,3.0,Gasoline,2015,Automatic,Vilnius
Volkswagen Passat,17400,2.0,Diesel,2019,Automatic,Vilnius
Ford Mustang,17400,2.3,Gasoline,2019,Automatic,Vilnius
Skoda Superb,17400,2.0,Diesel,2015,Automatic,Klaipeda
Fiat Talento,17490,1.6,Diesel,2016,Mechanical,Klaipeda
Citroen C5 Aircross,17499,1.5,Diesel,2019,Automatic,Kretinga
Jeep Patriot,17499,2.4,Gasoline,2017,Automatic,Vilnius
Toyota C-HR,17500,1.2,Gasoline,2017,Mechanical,Vilnius
Volkswagen Golf,17500,2.0,Diesel,2019,Automatic,Vilnius
Honda CR-V,17500,1.5,Gasoline,2017,Automatic,Vilnius
Citroen SpaceTourer,17500,2.0,Diesel,2017,Automatic,Vilnius
Volkswagen Touran,17500,2.0,Diesel,2020,Automatic,Utena
Opel Insignia,17500,1.5,Gasoline,2017,Automatic,Vilnius
Nissan Quest,17500,3.5,Gasoline,2016,Automatic,Klaipeda
Audi A6,17500,3.0,Diesel,2014,Automatic,Vilnius
Volkswagen Touran,17500,1.6,Diesel,2019,Automatic,Vilnius
Dacia Jogger,17500,1.0,Gasoline,2022,Mechanical,Vilnius
BMW i3,17500,0.6,N/A,2016,Automatic,Vilnius
Mercedes-Benz GL 450,17500,4.7,Petrol / Gas,2012,Automatic,Vilnius
Toyota Land Cruiser,17500,2.4,Diesel,1990,Mechanical,Vilnius
Skoda Octavia,17550,2.0,Diesel,2018,Automatic,Wagon
Volkswagen Transporter,17550,2.0,Diesel,2017,Mechanical,Commercial auto (with box
Volkswagen Passat,17550,2.0,Diesel,2018,Automatic,Wagon
Toyota C-HR,17555,1.2,Gasoline,2020,Mechanical,Marijampole
Nissan Qashqai,17600,1.6,Diesel,2018,Automatic,Taurage
Ford Mustang,17600,2.3,Gasoline,2016,Automatic,Vilnius
Volkswagen Passat,17650,2.0,Diesel,2019,Automatic,Wagon
Nissan Micra,17650,1.0,Gasoline,2021,Automatic,Vilnius
Mitsubishi Outlander,17700,3 0,Gasoline,2017,Mechanical,Siauliai
Volkswagen Touran,17750,2.0,Diesel,2017,Automatic,Van
Pontiac Trans Am,17800,5.0,Gasoline,1986,Automatic,Klaipeda
Volkswagen Tiguan,17800,2.0,Diesel,2017,Automatic,Vilnius
Renault Master,17800,2.3,Diesel,2019,Mechanical,Vilnius
BMW X3,17850,3.0,Diesel,2015,Automatic,Kedainiai
Volkswagen Sharan,17850,2.0,Diesel,2017,Mechanical,Van
Jeep Grand Cherokee,17900,1 m,Diesel,2014,Automatic,Vilnius
BMW 740,17900,3.0,Diesel,2015,Automatic,Vilnius
Austin Mini,17900,1.0,Gasoline,1989,Mechanical,Ryga
Audi A6,17900,3.0,Diesel,2015,Automatic,Vilnius
Ford Transit,17900,2.0,Diesel,2017,Mechanical,Ryga
Land Rover Range Rover Sport,17900,3.0,Diesel,2012,Automatic,Ryga
Mercedes-Benz GLK 350,17900,3.5,Gasoline,2015,Automatic,Vilnius
Audi Q7,17900,3.0,Diesel,2014,Automatic,Vilnius
Mercedes-Benz C 220,17900,2.1,Diesel,2015,Automatic,Vilnius
Nissan Qashqai DIG-T 115 2WD Xtroni,17950,1.2,Gasoline,2018,Automatic,Radviliskis
Mercedes-Benz ML 350,17950,3.0,Diesel,2014,Automatic,Siauliai
Opel Insignia,17990,1.5,Gasoline,2018,Automatic,Vilnius
BMW X6,17999,3.0,Gasoline,2013,Automatic,Radviliskis
Peugeot 308,18000,1.2,Gasoline,2019,Automatic,Kaunas
BMW X3,18000,3.0,Diesel,2013,Automatic,Vilnius
Land Rover Range Rover Evoque,18000,2.2,Diesel,2013,Automatic,Vilnius
Toyota Land Cruiser,18000,2.8,Diesel,2018,Automatic,Siauliai
Volvo S60,18000,2.0,Gasoline,2019,Automatic,Vilnius
Audi A6 Allroad,18000,3.0,Diesel,2013,Automatic,Vilnius
Renault Master,18000,2.3,Diesel,2016,Mechanical,Vilnius
Dodge Durango,18000,3.6,Petrol / Gas,2014,Automatic,Silale
Subaru XV,18000,2.0,Gasoline,2018,Automatic,Telsiai
Volkswagen Passat,18100,2.0,Diesel,2018,Mechanical,Vilnius
Mercedes-Benz SL 500,18200,5.0,Gasoline,2003,Automatic,Ryga
BMW 228,18300,2.0,Gasoline,2016,Automatic,Vilnius
Volvo XC60,18300,3 0,Diesel,2015,Automatic,Siauliai
Volkswagen Passat,18350,1.4,Gasoline,2018,Automatic,Vilnius
Mercedes-Benz ML 63 AMG,18400,6.2,Gasoline,2007,Automatic,Vilnius
Jaguar XE,18400,2.0,Diesel,2016,Automatic,Siauliai
Hyundai i30,18450,1.4,Gasoline,2019,Automatic,Vilnius
Ford EDGE,18499,2.0,Gasoline,2018,Automatic,Kretinga
Kia Sportage,18500,2.4,Gasoline,2018,Automatic,Plunge
Volkswagen Touran,18500,1.6,Diesel,2019,Automatic,Van
Renault Koleos,18500,2.0,Diesel,2017,Automatic,Vilnius
Kia Sportage,18500,1.6,Gasoline,2017,Mechanical,Vilnius
Volkswagen Passat,18500,1.8,Gasoline,2017,Automatic,Vilnius
Audi A8,18500,6.3,Gasoline,2011,Automatic,Ryga
BMW Z4,18500,2.5,Gasoline,2008,Automatic,Ryga
Porsche Cayenne II,18500,3.0,Diesel,2012,Automatic,Kretinga
Volkswagen Passat,18550,1.5,Gasoline,2018,Automatic,Sedan
Mercedes-Benz GLA 250,18699,2.0,Gasoline,2015,Automatic,Vilnius
Mercedes-Benz S 560,18700,5.6,Gasoline,1989,Automatic,Klaipeda
Volkswagen Passat,18750,1.4,Gasoline,2018,Automatic,Sedan
Audi A8 D4,18777,4.2,Gasoline,2011,Automatic,Vilnius
Subaru OUTBACK,18900,2.5,Gasoline,2018,Automatic,Klaipeda
Mercedes-Benz Sprinter,18900,2.1,Diesel,2017,Mechanical,Vilnius
BMW 535,18900,3.0,Diesel,2015,Automatic,Vilnius
Mercedes-Benz CLA 250,18900,2.0,Gasoline,2016,Automatic,Vilnius
BMW i3,18900,0.6,N/A,2016,Automatic,Vilnius
Volvo S90,18900,2.0,Diesel,2016,Automatic,Vilnius
Subaru OUTBACK,18900,2.5,Gasoline,2018,Automatic,Vilnius
BMW 760,18900,6.0,Gasoline,2004,Automatic,Ryga
Honda CR-V,18900,3 0,Diesel,2017,Automatic,Siauliai
Ford Transit,18900,2.0,Diesel,2017,Mechanical,Vilnius
Volkswagen Touran,18900,2.0,Diesel,2018,Automatic,Vilnius
Skoda Kamiq,18900,3 0,Diesel,2020,Mechanical,Siauliai
Mercedes-Benz GLA 250,18999,2.0,Gasoline,2015,Automatic,Kretinga
Volkswagen Passat,19000,2.0,Diesel,2019,Automatic,Kaunas
Mercedes-Benz GLC 220,19000,2.0,Diesel,2020,Automatic,Siauliai
BMW X5,19000,3.0,N/A,2021,Automatic,Siauliai
Peugeot 308,19000,1.5,Diesel,2021,Automatic,Klaipeda
Audi S5,19000,3.0,Gasoline,2009,Automatic,Vilnius
BMW X1,19000,2.0,Gasoline,2016,Automatic,Vilnius
Volkswagen Passat,19050,1.4,Gasoline,2018,Automatic,Vilnius
Volkswagen Passat,19050,1.4,Gasoline,2018,Automatic,Vilnius
Volkswagen Passat,19050,1.4,Gasoline,2018,Automatic,Vilnius
Volkswagen Passat,19050,1.4,Gasoline,2018,Automatic,Vilnius
Volkswagen Passat,19050,1.4,Gasoline,2018,Automatic,Vilnius
Volkswagen Passat,19050,1.4,Gasoline,2018,Automatic,Vilnius
Volkswagen Passat,19050,1.4,Gasoline,2018,Automatic,Vilnius
Volkswagen Passat,19050,2.0,Diesel,2018,Automatic,Vilnius
BMW 550,19100,4.4,Gasoline,2014,Automatic,Kaunas
Skoda Octavia,19100,2.0,Gasoline,2018,Automatic,Vilnius
Citroen C3,19100,1.2,Gasoline,2022,Mechanical,Vilnius
Volkswagen Tiguan,19200,2.0,Diesel,2016,Mechanical,Vilnius
Skoda Karoq,19250,1.6,Diesel,2018,Mechanical,Vilnius
Citroen C4,19300,1.2,Gasoline,2022,Mechanical,Vilnius
Opel Grandland X,19300,1.2,Gasoline,2019,Automatic,Vilnius
Hyundai Tucson,19300,1.6,Gasoline,2018,Automatic,Vilnius
Peugeot 5008,19300,1.6,Gasoline,2018,Automatic,Ryga
Volkswagen T-Roc,19300,1.0,Gasoline,2018,Mechanical,Vilnius
Kia Sportage,19360,1.6,Gasoline,2019,Mechanical,Vilnius
Audi A4,19400,2.0,Diesel,2016,Automatic,Klaipeda
Audi A4,19400,2.0,Diesel,2016,Automatic,Klaipeda
Nissan X-Trail,19400,3 0,Gasoline,2018,Mechanical,Siauliai
Mitsubishi Outlander,19400,3 0,Gasoline,2019,Mechanical,Siauliai
BMW 750,19490,3.0,Diesel,2015,Automatic,Vilnius
BMW 328,19499,2.0,Gasoline,2016,Automatic,Kretinga
Volkswagen Passat,19500,1.4,Gasoline,2018,Automatic,Wagon
Honda Civic,19500,1.5,Gasoline,2019,Automatic,Vilnius
Porsche Cayenne,19500,4.8,Gasoline,2012,Automatic,Siauliai
Mercedes-Benz CLA 200,19500,2.2,Diesel,2015,Automatic,Ryga
Subaru Impreza,19500,2.5,Gasoline,2008,Mechanical,Ryga
Volkswagen Passat Alltrack,19500,2.0,Gasoline,2016,Automatic,Ryga
Volvo XC 60,19500,2.4,Diesel,2015,Mechanical,Ryga
Volkswagen Passat,19500,2.0,Diesel,2017,Automatic,Vilnius
Alfa Romeo Giulia,19500,2.1,Diesel,2016,Automatic,Vilnius
Mercedes-Benz E 350,19550,3.0,Diesel,2014,Automatic,Kedainiai
Volkswagen Passat,19600,2.0,Diesel,2017,Automatic,Vilnius
Hyundai Kona,19600,3 0,Gasoline,2021,Automatic,Siauliai
Volkswagen Passat,19700,1.4,Gasoline,2018,Automatic,Vilnius
Lexus IS 350,19700,3.5,Gasoline,2014,Automatic,Kaunas
Kia Sportage,19700,3 0,Gasoline,2019,Mechanical,Siauliai
Volkswagen T-Cross,19750,1.0,Gasoline,2019,Automatic,SUV
Toyota C-HR,19860,1.2,Gasoline,2017,Automatic,Vilnius
BMW 750 F01,19900,3.0,Diesel,2012,Automatic,Klaipeda
Citroen DS3 Crossback,19900,3 0,Diesel,2019,Mechanical,Kaunas
Audi A4,19900,2.0,Diesel,2018,Automatic,Vilnius
Audi A8,19900,3.0,Diesel,2011,Automatic,Kaunas
Jaguar XKR,19900,4.2,Gasoline,2007,Automatic,Kaunas
BMW 330,19900,2.0,N/A,2016,Automatic,Vilnius
Porsche Cayenne,19900,4.8,Gasoline,2007,Automatic,Vilnius
Mercedes-Benz C 220,19900,2.2,Diesel,2016,Automatic,Ryga
Porsche Cayenne,19900,4.8,Gasoline,2012,Automatic,Ryga
Rolls-Royce Silver Shadow,19900,6.8,Gasoline,1978,Automatic,Ryga
Chevrolet Suburban,19900,5.3,N/A,2011,Automatic,Ryga
Volvo XC 60,19900,2.0,Diesel,2014,Automatic,Ryga
Mitsubishi Pajero,19900,3.2,Diesel,2014,Automatic,Ryga
Land Rover Range Rover Evoque,19900,2.0,Gasoline,2011,Automatic,Vilnius
Jeep Cherokee,19900,2.2,Diesel,2016,Automatic,Vilnius
Toyota Hilux,19900,2.5,Diesel,2014,Mechanical,Vilnius
Ford Transit Custom,19900,2.0,Diesel,2017,Mechanical,Vilnius
BMW X1,19900,3 0,Gasoline,2017,Automatic,Siauliai
Ford Transit,19900,2.0,Diesel,2017,Mechanical,Vilnius
Toyota C-HR,19990,1.2,Gasoline,2018,Mechanical,SUV
Volkswagen Passat,19990,1.5,Gasoline,2019,Automatic,Wagon
Chrysler 300C,19990,5.7,Gasoline,2014,Automatic,Klaipeda
Peugeot 5008,19990,1.5,Diesel,2019,Automatic,Vilnius
Kia Cee'd,19990,132,Gasoline,2021,Automatic,Vilnius
Volvo V60,19990,2.0,Diesel,2018,Automatic,Vilnius
BMW 428 Gran Coupe,19990,2.0,Gasoline,2015,Automatic,Klaipeda
Volkswagen Tiguan,19999,2.0,Diesel,2016,Mechanical,Vilnius
Mercedes-Benz C 220,19999,2.2,Diesel,2015,Automatic,Klaipeda
Audi Q7,19999,3.0,Diesel,2014,Automatic,Talinas
Toyota Yaris,19999,1.4,N/A,2021,Automatic,Klaipeda
Skoda Octavia,20000,2.0,Diesel,2017,Automatic,Vilnius
Land Rover Discovery,20000,3.0,Diesel,2015,Automatic,Klaipeda
Mercedes-Benz Sprinter,20000,2.2,Diesel,2010,Automatic,Daugpilis
Mercedes-Benz S 500,20000,5.0,Gasoline,1996,Automatic,Vilnius
Mitsubishi 3000 GT,20000,3.0,Gasoline,1992,Mechanical,Trakai
Dodge Challenger,20000,3.6,Petrol / Gas,2017,Automatic,Kretinga
Skoda Octavia,20000,1.9,Diesel,2020,Mechanical,Vilnius
Land Rover Discovery Sport,20000,2.0,Diesel,2018,Automatic,Vilnius
Volkswagen Tiguan,20200,2.0,Diesel,2018,Automatic,Vilnius
Volkswagen Passat,20300,1.8,Gasoline,2018,Automatic,Sedan
Citroen C3,20300,1.2,Gasoline,2022,Automatic,Vilnius
Hyundai Tucson,20450,1.6,Gasoline,2019,Mechanical,Vilnius
Kia Cee'd,20490,New,Gasoline,2022,Mechanical,Vilnius
Nissan Navara,20499,2.3,Diesel,2016,Automatic,Kretinga
Audi A4,20500,2.0,Diesel,2019,Automatic,Vilnius
Audi A4,20500,20 ,Diesel,2018,Automatic,Vilnius
Volvo V90,20500,2.0,Diesel,2019,Automatic,Vilnius
Audi Q3,20500,2.0,Gasoline,2018,Automatic,Kretinga
Audi A8,20500,4.0,Gasoline,2013,Automatic,Vilnius
Skoda Superb,20500,2.0,Diesel,2016,Automatic,Vilnius
Volkswagen T-Roc,20700,1.0,Gasoline,2019,Mechanical,Vilnius
Volkswagen Passat,20750,1.5,Gasoline,2019,Automatic,Sedan
Volkswagen Jetta,20800,2.0,Gasoline,2021,Automatic,Vilnius
Toyota C-HR,20800,1.8,N/A,2018,Automatic,Vilnius
Skoda Superb,20900,1.5,Gasoline,2019,Automatic,Sedan
Volkswagen Passat,20900,1.5,Gasoline,2019,Automatic,Wagon
Citroen C3,20900,1.2,Gasoline,2022,Automatic,Vilnius
Volvo V60,20900,2.0,Diesel,2019,Automatic,Vilnius
Mercedes-Benz C 200,20900,2.1,Diesel,2017,Automatic,Vilnius
Mercedes-Benz C 250,20900,2.2,Diesel,2017,Automatic,Vilnius
Audi A4,20900,2.0,Diesel,2017,Automatic,Vilnius
Volkswagen Multivan,20900,2.0,Diesel,2016,Mechanical,Kaisiadorys
Toyota C-HR,20900,1.8,N/A,2017,Automatic,Vilnius
Chevrolet Volt,20990,1.5,N/A,2017,Automatic,Vilnius
BMW 428,21000,2.0,Gasoline,2016,Automatic,Kursenai
BMW 428,21000,2.0,Gasoline,2016,Automatic,Kursenai
Audi Q2,21000,20 ,Gasoline,2017,Automatic,Vilnius
Audi RS3,21000,2.5,Gasoline,2019,Automatic,Siauliai
Skoda Karoq,21000,2.0,Diesel,2018,Automatic,Vilnius
Mercedes-Benz GLE 350,21000,2.9,N/A,2020,Automatic,Siauliai
Toyota Hilux,21000,3.0,Diesel,2016,Automatic,Vilnius
BMW X6 E71,21000,3.0,Diesel,2012,Automatic,Taurage
Volvo V90,21100,2.0,Diesel,2018,Automatic,Vilnius
Audi A5,21100,3.0,Diesel,2012,Automatic,Ryga
Renault Master,21385,2.3,Diesel,2019,Mechanical,Vilnius
Renault Master,21385,2.3,Diesel,2019,Mechanical,Vilnius
Renault Master,21400,2.3,Diesel,2019,Mechanical,Vilnius
Citroen C3,21490,1.2,Gasoline,2022,Automatic,Vilnius
Dodge Durango,21499,3.6,Petrol / Gas,2017,Automatic,Kretinga
Audi A4,21500,20 ,Gasoline,2018,Automatic,Vilnius
Audi A4,21500,3.0,Diesel,2016,Automatic,Ryga
Mercedes-Benz C 200,21550,2.2,Diesel,2017,Automatic,Wagon
Citroen C3,21550,1.2,Gasoline,2022,Automatic,Vilnius
Skoda Karoq,21650,1.6,Diesel,2018,Automatic,Vilnius
Chrysler Pacifica,21800,3.6,Gasoline,2017,Automatic,Klaipeda
Honda CR-V,21800,1.6,Diesel,2017,Automatic,Ryga
Infiniti QX70,21890,3.0,Diesel,2016,Automatic,Vilnius
Volkswagen Tiguan,21900,2.0,Diesel,2017,Automatic,Vilnius
Toyota C-HR,21900,1.2,Gasoline,2020,Automatic,Vilnius
Toyota RAV 4,21900,2.5,N/A,2018,Automatic,Ryga
Audi A4,21900,2.0,Gasoline,2018,Automatic,Vilnius
BMW 730,21900,3.0,Diesel,2014,Automatic,Vilnius
Audi Q3,21900,1.4,Gasoline,2018,Automatic,Vilnius
Volkswagen Tiguan,21900,2.0,Diesel,2018,Automatic,Vilnius
Mercedes-Benz SL 500,21900,5.0,Gasoline,1999,Automatic,Ryga
Citroen C5 Aircross,21900,1.5,Diesel,2020,Automatic,Vilnius
Volkswagen T-Roc,21900,3 0,Gasoline,2021,Mechanical,Siauliai
Ford Transit,21900,2.0,Diesel,2019,Mechanical,Vilnius
Volkswagen T-Roc,21900,1.5,Gasoline,2019,Automatic,Vilnius
Honda Jazz,21900,3 0,N/A,2021,Automatic,Siauliai
Kia Sportage,21900,1.6,Gasoline,2016,Automatic,Vilnius
Audi A7 Sportback,21900,3.0,Gasoline,2015,Automatic,Vilnius
Hyundai i30,21900,44 ,Gasoline,2021,Automatic,Siauliai
Hyundai Bayon,21950,1.0,Gasoline,2021,Automatic,Vilnius
Volvo V60,21990,2.0,Diesel,2019,Automatic,Wagon
Skoda Superb,21990,2.0,Diesel,2018,Automatic,Wagon
Toyota C-HR,21990,1.8,N/A,2018,Automatic,Vilnius
BMW 435,21990,3.0,Gasoline,2015,Automatic,Vilnius
Volkswagen Passat,22000,2.0,Diesel,2018,Automatic,Wagon
Audi A6,22000,3.0,Diesel,2013,Automatic,Plunge
Volkswagen Tiguan,22000,2.0,Gasoline,2018,Automatic,Vilnius
Ford Kuga,22000,1.5,Gasoline,2020,Automatic,Klaipeda
Audi A4,22200,3 0,Gasoline,2017,Automatic,Kaunas
Chrysler Pacifica,22200,3.6,Gasoline,2018,Automatic,Klaipeda
Volkswagen T-Roc,22200,1.5,Gasoline,2019,Automatic,Vilnius
Volkswagen T-Roc,22200,1.5,Gasoline,2019,Automatic,Vilnius
Audi Q3,22250,2.0,Gasoline,2017,Automatic,Vilnius
Ford Mustang,22300,2.3,Gasoline,2017,Automatic,Vilnius
Volkswagen T-Cross,22400,1.0,Gasoline,2023,Automatic,SUV
Volkswagen T-Cross,22400,1.0,Gasoline,2023,Automatic,SUV
Audi A4,22500,2.0,Diesel,2017,Automatic,Vilnius
Audi A4,22500,20 ,Diesel,2018,Automatic,Vilnius
Chevrolet Camaro,22500,6.2,Gasoline,2015,Automatic,Radviliskis
Toyota Proace Verso,22500,1.2,Gasoline,2021,Mechanical,Ryga
Toyota Corolla,22500,1.8,N/A,2019,Automatic,Vilnius
Ford Escort,22500,1.3,Gasoline,1969,Mechanical,Ryga
Nissan Qashqai,22500,1.3,Gasoline,2019,Automatic,Vilnius
Volvo S90,22500,2.0,Gasoline,2018,Automatic,Vilnius
Volkswagen Passat,22550,2.0,Diesel,2018,Automatic,Vilnius
Audi A6,22600,1.8,Gasoline,2017,Automatic,Vilnius
Citroen C4,22600,1.2,Gasoline,2022,Mechanical,Vilnius
Hyundai Tucson,22690,20 ,Diesel,2018,Automatic,Vilnius
Volkswagen Tiguan,22700,2.0,Diesel,2018,Automatic,Vilnius
Nissan Juke,22800,1.0,Gasoline,2022,Automatic,Vilnius
Citroen C3 Picasso,22800,150,Gasoline,2021,Automatic,Vilnius
Audi Q2,22850,20 ,Gasoline,2017,Automatic,Vilnius
Jeep Compass,22900,3 0,Diesel,2018,Automatic,Vilnius
Audi A4,22900,2.0,Diesel,2018,Automatic,Vilnius
Volkswagen Multivan,22900,2.0,Diesel,2013,Mechanical,Kaisiadorys
